user	item	rating
6	47	0
6	48	0
6	49	0
6	50	0
6	51	4
6	52	0
6	53	4
6	54	0
6	55	3,5
6	56	4
6	57	0
6	58	5
6	59	0
6	60	3
6	61	3
6	62	4
6	63	0
6	64	4,5
6	65	4,5
6	66	5
6	67	0
6	68	0
6	69	0
6	70	0
6	71	3
6	72	5
6	73	5
6	74	4
6	75	4
6	76	3
6	77	3,5
6	78	0
6	79	0
6	80	0
6	81	0
6	82	0
6	83	0
6	84	0
6	85	0
6	86	4
6	87	0
6	88	3
6	89	0
6	90	0
6	91	0
6	92	0
6	93	0
6	94	4
6	95	3
6	96	0
6	97	4
6	98	3,5
6	99	3,5
6	100	4,5
6	101	0
6	102	0
6	103	4
6	104	0
6	105	0
6	106	0
6	107	0
6	108	4
6	109	0
6	110	0
6	111	0
6	112	0
6	113	0
6	114	0
6	115	0
6	116	0
6	117	0
6	118	4
6	119	4,5
6	120	0
6	121	0
6	122	0
6	123	0
6	124	3
6	125	4,5
6	126	4,5
6	127	0
6	128	4,5
6	129	3,5
6	130	3,5
6	131	0
6	132	0
6	133	0
6	134	0
6	135	4
6	136	0
6	137	0
6	138	0
6	139	0
6	140	4
6	141	4,5
6	142	3
6	143	0
6	144	0
6	145	0
6	146	0
6	147	0
6	148	4
6	149	0
6	150	0
7	1	3
7	2	1
7	3	2
7	4	2
7	5	4
7	6	4
7	7	4
7	8	3
7	9	2
7	10	3,5
7	11	2,5
7	12	1,5
7	13	1
7	14	3
7	15	3,5
7	16	2
7	17	2
7	18	0
7	19	0
7	20	3
7	21	3
7	22	3,5
7	23	0
7	24	4
7	25	4
7	26	1
7	27	3
7	28	0
7	29	0
7	30	0
7	31	0
7	32	0
7	33	2
7	34	0
7	35	4
7	36	2
7	37	0
7	38	2
7	39	3
7	40	0
7	41	4,5
7	42	0
7	43	5
7	44	3
7	45	2
7	46	0
7	47	0
7	48	3
7	49	1
7	50	0
7	51	4
7	52	0
7	53	4
7	54	0
7	55	2
7	56	5
7	57	2
7	58	4
7	59	3
7	60	3,5
7	61	5
7	62	4
7	63	2
7	64	2
7	65	3,5
7	66	3
7	67	3
7	68	0
7	69	2
7	70	2
7	71	2
7	72	5
7	73	5
7	74	3
7	75	3,5
7	76	3
7	77	0
7	78	3
7	79	0
7	80	4
7	81	4
7	82	3
7	83	3
7	84	4
7	85	4
7	86	0
7	87	3
7	88	4
7	89	3
7	90	1
7	91	0
7	92	5
7	93	0
7	94	0
7	95	4
7	96	4
7	97	4
7	98	0
7	99	2
7	100	0
7	101	0
7	102	3
7	103	3
7	104	0
7	105	3,5
7	106	0
7	107	0
7	108	3
7	109	3
7	110	3
7	111	1
7	112	2
7	113	1
7	114	0
7	115	2,5
7	116	1
7	117	3
7	118	3
7	119	4
7	120	0
7	121	3
7	122	1
7	123	3
7	124	2
7	125	3
7	126	3
7	127	0
7	128	3
7	129	0
7	130	5
7	131	0
7	132	0
7	133	2
7	134	2
7	135	4,5
7	136	2
7	137	3,5
7	138	0
7	139	3
7	140	4
7	141	4
7	142	3
7	143	5
7	144	0
7	145	2
7	146	2
7	147	0
7	148	4
7	149	0
7	150	2
8	1	0
8	2	2
8	3	2
8	4	0
8	5	1
8	6	5
8	7	5
8	8	3
8	9	0
8	10	0
8	11	0
8	12	4
8	13	0
8	14	0
8	15	0
8	16	0
8	17	0
8	18	0
8	19	0
8	20	0
8	21	5
8	22	0
8	23	0
8	24	0
8	25	0
8	26	0
8	27	4
8	28	0
8	29	3
8	30	0
8	31	0
8	32	0
8	33	2
8	34	0
8	35	5
8	36	4
8	37	0
8	38	5
8	39	0
8	40	3
8	41	5
8	42	0
8	43	0
8	44	0
8	45	2
8	46	2
8	47	0
8	48	1
8	49	1
8	50	0
8	51	3
8	52	3
8	53	3
8	54	1
8	55	5
8	56	5
8	57	0
8	58	0
8	59	0
8	60	0
8	61	0
8	62	0
8	63	2
8	64	1
8	65	4
8	66	5
8	67	1
8	68	0
8	69	1
8	70	1
8	71	4
8	72	0
8	73	0
8	74	0
8	75	5
8	76	4
8	77	1
8	78	2
8	79	0
8	80	0
8	81	5
8	82	1
8	83	0
8	84	0
8	85	0
8	86	0
8	87	0
8	88	3
8	89	0
8	90	5
8	91	0
8	92	0
8	93	1
8	94	1
8	95	1
8	96	0
8	97	0
8	98	0
8	99	5
8	100	0
8	101	0
8	102	0
8	103	0
8	104	0
8	105	3
8	106	5
8	107	0
8	108	1
8	109	3
8	110	4
8	111	3
8	112	0
8	113	5
8	114	2
8	115	5
8	116	4
8	117	1
8	118	5
8	119	0
8	120	0
8	121	4
8	122	0
8	123	0
8	124	5
8	125	5
8	126	5
8	127	1
8	128	5
8	129	2
8	130	4
8	131	0
8	132	0
8	133	0
8	134	0
8	135	0
8	136	0
8	137	0
8	138	0
8	139	0
8	140	0
8	141	0
8	142	0
8	143	4
8	144	0
8	145	0
8	146	1
8	147	0
8	148	5
8	149	0
8	150	0
9	1	4
9	2	5
9	3	4
9	4	0
9	5	2
9	6	5
9	7	5
9	8	5
9	9	0
9	10	5
9	11	5
9	12	3
9	13	0
9	14	0
9	15	4
9	16	5
9	17	0
9	18	0
9	19	0
9	20	0
9	21	4
9	22	0
9	23	0
9	24	3
9	25	3
9	26	0
9	27	4
9	28	0
9	29	4
9	30	0
9	31	0
9	32	0
9	33	3
9	34	0
9	35	2
9	36	5
9	37	0
9	38	4
9	39	5
9	40	5
9	41	3
9	42	0
9	43	5
9	44	3,5
9	45	3,5
9	46	0
9	47	0
9	48	4
9	49	0
9	50	0
9	51	4
9	52	0
9	53	5
9	54	0
9	55	0
9	56	5
9	57	3,5
9	58	5
9	59	3,5
9	60	4
9	61	4
9	62	4
9	63	1
9	64	4,5
9	65	4
9	66	5
9	67	3,5
9	68	0
9	69	4
9	70	0
9	71	3
9	72	5
9	73	5
9	74	0
9	75	4
9	76	2
9	77	0
9	78	3
9	79	0
9	80	3,5
9	81	0
9	82	3
9	83	0
9	84	2
9	85	4
9	86	0
9	87	4
9	88	5
9	89	0
9	90	0
9	91	0
9	92	3,5
9	93	0
9	94	0
9	95	4
9	96	0
9	97	0
9	98	0
9	99	0
9	100	0
9	101	0
9	102	0
9	103	5
9	104	0
9	105	4
9	106	5
9	107	0
9	108	0
9	109	0
9	110	3,5
9	111	2,5
9	112	3,5
9	113	4
9	114	0
9	115	0
9	116	0
9	117	3
9	118	2
9	119	5
9	120	3,5
9	121	4,5
9	122	0
9	123	0
9	124	2,5
9	125	5
9	126	0
9	127	0
9	128	4
9	129	0
9	130	4,5
9	131	4
9	132	0
9	133	3
9	134	4,5
9	135	0
9	136	0
9	137	3,5
9	138	0
9	139	0
9	140	5
9	141	5
9	142	0
9	143	4
9	144	4,5
9	145	0
9	146	0
9	147	0
9	148	4
9	149	0
9	150	0
10	1	0
10	2	3
10	3	3
10	4	0
10	5	0
10	6	3,5
10	7	3
10	8	5
10	9	4
10	10	5
10	11	3,5
10	12	3,5
10	13	0
10	14	0
10	15	5
10	16	0
10	17	3
10	18	1
10	19	0
10	20	3,5
10	21	3,5
10	22	0
10	23	0
10	24	4,5
10	25	0
10	26	0
10	27	0
10	28	0
10	29	4
10	30	2
10	31	2
10	32	0
10	33	4
10	34	0
10	35	3
10	36	4
10	37	0
10	38	3,5
10	39	3,5
10	40	0
10	41	4,5
10	42	0
10	43	0
10	44	4,5
10	45	4,5
10	46	0
10	47	0
10	48	0
10	49	0
10	50	0
10	51	0
10	52	0
10	53	0
10	54	0
10	55	4
10	56	0
10	57	4,5
10	58	5
10	59	0
10	60	3
10	61	3,5
10	62	5
10	63	2
10	64	0
10	65	4,5
10	66	0
10	67	2,5
10	68	0
10	69	0
10	70	0
10	71	4
10	72	4,5
10	73	5
10	74	4
10	75	5
10	76	1
10	77	0
10	78	2,5
10	79	0
10	80	0
10	81	3,5
10	82	0
10	83	2
10	84	0
10	85	0
10	86	0
10	87	3,5
10	88	4,5
10	89	0
10	90	0
10	91	0
10	92	0
10	93	0
10	94	0
10	95	3,5
10	96	0
10	97	0
10	98	0
10	99	0
10	100	0
10	101	0
10	102	0
10	103	3,5
10	104	0
10	105	1
10	106	0
10	107	0
10	108	0
10	109	4
10	110	2
10	111	3
10	112	3,5
10	113	1
10	114	2
10	115	0
10	116	3
10	117	2
10	118	3
10	119	3,5
10	120	0
10	121	4,5
10	122	0
10	123	0
10	124	4
10	125	4
10	126	4,5
10	127	0
10	128	3,5
10	129	2,5
10	130	0
10	131	0
10	132	0
10	133	1,5
10	134	1,5
10	135	0
10	136	4,5
10	137	2
10	138	0
10	139	0
10	140	4
10	141	4
10	142	4
10	143	3,5
10	144	0
10	145	3
10	146	3
10	147	0
10	148	4
10	149	0
10	150	2
11	1	0
11	2	3
11	3	2
11	4	4
11	5	0
11	6	4
11	7	4
11	8	5
11	9	2
11	10	5
11	11	5
11	12	3
11	13	0
11	14	0
11	15	2
11	16	3
11	17	4
11	18	0
11	19	2
11	20	3
11	21	5
11	22	0
11	23	4
11	24	5
11	25	0
11	26	0
11	27	3
11	28	5
11	29	0
11	30	0
11	31	4
11	32	0
11	33	1
11	34	3
11	35	4
11	36	5
11	37	0
11	38	3
11	39	5
11	40	0
11	41	0
11	42	0
11	43	0
11	44	5
11	45	5
11	46	2
11	47	0
11	48	0
11	49	3
11	50	0
11	51	0
11	52	0
11	53	5
11	54	0
11	55	5
11	56	0
11	57	3
11	58	5
11	59	0
11	60	2
11	61	3
11	62	3
11	63	5
11	64	5
11	65	0
11	66	0
11	67	0
11	68	0
11	69	3
11	70	0
11	71	3
11	72	5
11	73	5
11	74	4
11	75	5
11	76	0
11	77	0
11	78	0
11	79	3
11	80	4
11	81	5
11	82	5
11	83	0
11	84	3
11	85	0
11	86	0
11	87	5
11	88	5
11	89	3
11	90	0
11	91	0
11	92	0
11	93	3
11	94	0
11	95	4
11	96	0
11	97	0
11	98	0
11	99	0
11	100	3
11	101	5
11	102	5
11	103	5
11	104	0
11	105	0
11	106	0
11	107	2
11	108	0
11	109	3
11	110	4
11	111	5
11	112	5
11	113	0
11	114	0
11	115	5
11	116	0
11	117	0
11	118	2
11	119	5
11	120	0
11	121	5
11	122	5
11	123	5
11	124	5
11	125	5
11	126	5
11	127	0
11	128	5
11	129	0
11	130	0
11	131	2
11	132	1
11	133	5
11	134	5
11	135	0
11	136	0
11	137	2
11	138	2
11	139	0
11	140	5
11	141	4
11	142	4
11	143	3
11	144	3
11	145	0
11	146	4
11	147	0
11	148	2
11	149	0
11	150	5
12	1	0
12	2	1
12	3	1
12	4	0
12	5	1
12	6	3
12	7	3
12	8	5
12	9	4
12	10	5
12	11	5
12	12	1
12	13	1
12	14	0
12	15	5
12	16	0
12	17	5
12	18	0
12	19	0
12	20	2
12	21	4
12	22	0
12	23	3
12	24	3
12	25	1
12	26	0
12	27	0
12	28	0
12	29	1
12	30	2
12	31	2
12	32	0
12	33	5
12	34	0
12	35	4
12	36	2
12	37	0
12	38	4
12	39	4
12	40	5
12	41	0
12	42	0
12	43	0
12	44	2
12	45	2
12	46	0
12	47	0
12	48	0
12	49	0
12	50	0
12	51	0
12	52	0
12	53	0
12	54	0
12	55	4
12	56	4
12	57	3
12	58	5
12	59	2
12	60	4
12	61	4
12	62	5
12	63	3
12	64	5
12	65	4
12	66	0
12	67	5
12	68	0
12	69	0
12	70	1
12	71	2
12	72	5
12	73	5
12	74	4
12	75	5
12	76	1
12	77	0
12	78	4
12	79	0
12	80	0
12	81	3
12	82	4
12	83	0
12	84	4
12	85	0
12	86	0
12	87	3
12	88	4
12	89	3
12	90	2
12	91	0
12	92	0
12	93	0
12	94	0
12	95	4
12	96	0
12	97	0
12	98	0
12	99	2
12	100	0
12	101	0
12	102	3
12	103	5
12	104	0
12	105	1
12	106	0
12	107	0
12	108	4
12	109	4
12	110	0
12	111	0
12	112	3
12	113	1
12	114	0
12	115	4
12	116	3
12	117	1
12	118	4
12	119	5
12	120	0
12	121	5
12	122	0
12	123	4
12	124	5
12	125	5
12	126	5
12	127	0
12	128	5
12	129	0
12	130	5
12	131	3
12	132	0
12	133	3
12	134	3
12	135	0
12	136	0
12	137	4
12	138	0
12	139	0
12	140	5
12	141	5
12	142	3
12	143	2
12	144	0
12	145	3
12	146	3
12	147	0
12	148	5
12	149	0
12	150	3
13	1	5
13	2	3
13	3	3
13	4	5
13	5	3
13	6	5
13	7	5
13	8	4
13	9	2
13	10	3
13	11	2
13	12	2
13	13	2
13	14	2
13	15	3
13	16	5
13	17	4
13	18	4
13	19	3
13	20	2
13	21	0
13	22	4
13	23	3
13	24	4
13	25	4
13	26	2
13	27	5
13	28	3
13	29	2
13	30	2
13	31	2
13	32	3
13	33	2
13	34	0
13	35	0
13	36	3
13	37	4
13	38	4
13	39	4
13	40	3
13	41	3
13	42	3
13	43	3
13	44	4
13	45	4
13	46	5
13	47	2
13	48	0
13	49	0
13	50	1
13	51	5
13	52	3
13	53	4
13	54	4
13	55	3
13	56	4
13	57	2
13	58	5
13	59	5
13	60	3
13	61	3
13	62	3
13	63	0
13	64	5
13	65	5
13	66	4
13	67	3
13	68	0
13	69	0
13	70	2
13	71	0
13	72	5
13	73	5
13	74	3
13	75	5
13	76	0
13	77	3
13	78	0
13	79	5
13	80	0
13	81	0
13	82	3
13	83	2
13	84	3
13	85	2
13	86	4
13	87	4
13	88	3
13	89	3
13	90	3
13	91	3
13	92	3
13	93	4
13	94	4
13	95	2
13	96	2
13	97	3
13	98	3
13	99	5
13	100	4
13	101	2
13	102	4
13	103	5
13	104	4
13	105	4
13	106	5
13	107	4
13	108	4
13	109	3
13	110	5
13	111	2
13	112	4
13	113	1
13	114	1
13	115	5
13	116	4
13	117	1
13	118	0
13	119	5
13	120	4
13	121	5
13	122	4
13	123	5
13	124	0
13	125	4
13	126	4
13	127	3
13	128	4
13	129	4
13	130	3
13	131	4
13	132	3
13	133	4
13	134	4
13	135	4
13	136	3
13	137	3
13	138	2
13	139	2
13	140	5
13	141	5
13	142	4
13	143	0
13	144	0
13	145	1
13	146	0
13	147	4
13	148	4
13	149	2
13	150	4
14	1	4
14	2	4
14	3	3
14	4	4
14	5	0
14	6	5
14	7	5
14	8	5
14	9	5
14	10	5
14	11	4
14	12	5
14	13	3
14	14	3
14	15	5
14	16	5
14	17	4
14	18	4
14	19	0
14	20	5
14	21	5
14	22	0
14	23	0
14	24	2
14	25	0
14	26	3
14	27	3
14	28	0
14	29	3
14	30	5
14	31	0
14	32	0
14	33	5
14	34	0
14	35	5
14	36	5
14	37	5
14	38	5
14	39	5
14	40	5
14	41	5
14	42	3
14	43	4
14	44	1
14	45	4
14	46	0
14	47	5
14	48	0
14	49	0
14	50	0
14	51	2
14	52	0
14	53	3
14	54	0
14	55	3
14	56	4
14	57	4
14	58	5
14	59	4
14	60	4
14	61	2
14	62	4
14	63	0
14	64	2
14	65	4
14	66	5
14	67	3
14	68	0
14	69	0
14	70	3
14	71	3
14	72	5
14	73	5
14	74	5
14	75	3
14	76	3
14	77	0
14	78	3
14	79	0
14	80	5
14	81	3
14	82	0
14	83	0
14	84	0
14	85	4
14	86	0
14	87	0
14	88	3
14	89	3
14	90	0
14	91	0
14	92	0
14	93	0
14	94	0
14	95	5
14	96	0
14	97	4
14	98	0
14	99	0
14	100	5
14	101	0
14	102	0
14	103	5
14	104	0
14	105	1
14	106	0
14	107	1
14	108	5
14	109	5
14	110	4
14	111	0
14	112	0
14	113	1
14	114	4
14	115	0
14	116	3
14	117	0
14	118	4
14	119	5
14	120	4
14	121	3
14	122	0
14	123	0
14	124	4
14	125	5
14	126	5
14	127	0
14	128	4
14	129	4
14	130	4
14	131	4
14	132	0
14	133	0
14	134	0
14	135	4
14	136	0
14	137	0
14	138	4
14	139	0
14	140	5
14	141	4
14	142	3
14	143	5
14	144	0
14	145	0
14	146	0
14	147	0
14	148	0
14	149	0
14	150	0
15	1	3
15	2	5
15	3	3
15	4	4
15	5	0
15	6	0
15	7	0
15	8	1
15	9	2
15	10	1
15	11	3
15	12	4
15	13	4
15	14	4
15	15	1
15	16	0
15	17	2
15	18	0
15	19	1
